//
//[注意！]
//誰かが記載した文章を丸々削除&記入は、編集合戦になって不毛な戦いに発展してしまうのでお控えください。
//適切ではない文章で、丸々消去する場合はコメントアウトを用いて、消さずに又はメモを残す対応をお願いします。
//
//11/14追記:がっつりエピソードなど、「人物特徴ではないもの備考欄への記載」は無駄だと判断し、消させていただきます。
//11/26追記:無駄に備考欄が長くなっている為、面白犯罪でのランキングや記載したいエピソードなどがある場合はこちらではなく、各人物のプロフィールにて記載をお願いします。
//2024/3/27 銀河一アニキについて、ランク2に昇格したと思ってらっしゃる方がいるのですが、現在はSWATのみ2を付与されています。参考URL：https://www.twitch.tv/videos/2102070301?t=03h27m13s
//以前世代名は編集相談所にて仮称は正式名称ではないので載せない方がよいにまとまっていたはずなので、世代の仮名称は非表示にしました。
//各署員のランク記載ですが、警察ランクとSWATランクに差がない限り一つにまとめて記載するのが良いかと思います。
//2024/10/28 (月) 11:52:15(非ログインユーザー)のましゃかり　トラボルタ編集、「警察としての仕事よりも自身の撮れ高を優先する一面があり～」は事実と異なる点や、配信者下げにしか見えないため削除させていただきました。同時にジャック馬ウアーの「仕事ぶりのいい加減さや～」も観測者側からの主観にしか見えないと思うので削除しています。
//2025/09/22：「役職」欄を追加し、各署の「署長、副署長、上官、副官」を記載しました。それに伴い、「役職/部署/世代」を「部署/世代」に変更しています(by akina3)
//2025/09/22：馬ウアー署長の備考欄について行数が多かったので「openclose2」を使って一部クリックで表示するようにしました。記載内容は変更しておりません(by akina3)
//
//
***&font(19,u){&color(#4169E1){|}&space()Season1&space(4)}
#region(開く)閉じる
****概要
-署員数：98人（男性：67人・女性：31人）&small(){休職中を除く}
-SWAT隊員数：91人（男性：64人・女性：28人）
// 2025/07/15更新 犬ルリ懲戒免職
// 2025/09/10時点 ブロッコリー斎藤無期限停職（人数未反映）
// 2025/07/02時点 市長・市長補佐は未カウント、警察のみ所属7人（男性：4人・女性：3人）
// 2025/09/22時点 胡將停職（人数反映済　99人→98人）
// 2025/09/22時点 文月夏苗 休職
//
****&font(19,u){&color(#4169E1){|}&space()署員一覧 &color(darkblue){&icon_fa(fa-solid fa-person-military-pointing)}}
//各署員のランク記載ですが、警察ランクとSWATランクに差がない限り一つにまとめて記載するのが良いかと思います。
#size(90%){{{#table_style(100%,head=#4169e1:#ffffff:center){SWAT入隊状況=center,本採用日=right}
#table_filter(){所属=show,役職=show,ふりがな=hide,階級=show,部署/世代=show,SWAT入隊状況=hide,本採用日=show,備考=show}
|~所属|~役職|~氏名|~ふりがな|~階級|部署/世代|~SWAT入隊状況|~本採用日|~備考|h
#table_filter(){最終階級/役職=show,事由=show,最終勤務・整理日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~事由|~最終勤務・整理日|~備考|~現職時の情報|h
|[[やまだ　けいご]]|0|退職|2023/04/30|||
|[[田中　まさみつ>TANAKA　MASAMITU]]|1|無期限 長期休暇|2023/06/02|かつて、ギャング「[[GATO]]」に所属していた元黒市民。&br()1ヶ月間連日連勤のピザ屋のバイトと4日間の救急隊体験を経て&br()白市民認定を受けたことで採用に至った。||
|[[垣崎　影弥]]|0|退職|2023/11/08|キャップに借りていた300万の返済分を[[キーモット>キーモット　ホームズ]]に託し街を去った||
|[[金代　豪]]|3|無期限 長期休暇|2023/05/29|2023/05/30から失踪していたが2024/06/11に姿を現した。&br()いまだ警察jobが残ってる事が判明したが、ビザが切れており強制退国された。||
|[[ラピス　りお]]|警察1&br()SWAT1|退職|2024/12/08|見習い宝石商時代の師匠から手紙が届き、新たな宝石店の支店長就任の誘いを受けて、&br()師匠の下でまた一から宝石商の修行をするために日本へ帰国。|南署|
//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}}
//金代豪はその後ビザの再発行が認めらず復帰不可能になった為こちらに移動させてます。
}}
#openclose(show=＞ 復職・再採用者記録){{
//復職された場合、辞職者記録/休職・退職記録/人員整理記録からこのリストに移動・署員リストに記載すること。
#size(80%){#table_style(head=#4169e1:#ffffff){最終勤務・整理日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務・整理日=show,備考=show}
|~氏名|~最終階級/役職|~事由|~最終勤務・整理日|~備考|h
|[[ましゃかり　トラボルタ]]|4/副署長|保安官に転職のため辞職|2022/10/10|2022/10/14辞職手続き完了|
|[[如月　ミチコ]]|1|保安官に転職|2022/11/13||
|[[伊坂　直樹]]|3|キャラクターエンドによる休職|2023/05/03|2022/12/07 - 2023/06/21 休職|
|[[垣崎　影弥]]|0|人員整理|2023/04/12|2023/08/05 復職　北署所属候補警官であったが　11/08に街を去った|
|[[深沢　えぼし]]|3|当時の街のパワーバランスを考え、ギャングを立ち上げる為退職|2022/09/18|ギャング[[深沢組]]を立ち上げるが、友人である[[サンフォレスト　あんず]]の説得などもあり、結成から1ヶ月弱で解散し白市民に戻る。&br()その後はカーディーラー[[深沢モータース]]社長兼整備工場[[JTS>ジョアンナテクノサービス]]副社長を務めているが、&br()2023年10月28日付で事務専門人員として警察官に復職した。|
|[[猫　マンゴー]]|3|キャラクターエンドによる長期睡眠|2023/11/19|警察の同僚に「ちょっと寝る」と言って深い眠りについたが、&br()[[同僚>安保　さぶ郎]]が猫専用車に積んだ大量の魚のにおいに釣られて同年12/05、ふらっと帰ってきた。|
|[[立花　乱歩]]|0|人員整理|2023/04/12|4/4に正式に再雇用された|
|[[もり　るんるん]]|1|無期限 長期休暇|2024/04/13|「本来の姿」に戻ってしまったため、人間の姿に擬態できるパワーを蓄えるまでお家に帰った&br()6/7に復帰。|
|[[竹井　勝痔]]|3|9月9日、二度目となる泥酔事件で（RPや衛星としての意味で）周りに迷惑をかけてしまい、25日に懲戒免職となる。|2024/09/25|泥酔が原因で警察を懲戒免職となったのはロスサントス史上初。免職後、1時間後に警察体験募集に応募をかけた。&br()現在は赤城煉の紹介もあり、PYC体験中。その後、警察体験として10月26日に復帰。&br()二度目の事件の詳細については、下記の事件簿『第二次竹井勝痔泥酔事件』を参照。&br()’25/01/31、合格し復帰。|
|[[竹井　勝痔]]|1|裁判敗訴での退職・3日間国外追放|2025/02/19|3月4日に体験として復帰|
|[[ミン　ドリー]]|6|自身の警察像に思うことがありジョブ削除で突如退職&br()過去に自身が心無き市民の車両を拝借した罪の罰金を[[さぶ郎>安保　さぶ郎]]に切ってもらい真っ白からやり直す予定。|2025/04/04|突然の退職で署員らには動揺が広がったが、闇堕ちするつもりは全くなく警察体験応募からやり直したいと伝えたことで意思を尊重された。&br()[[キャップ>ましゃかり　トラボルタ]]らから「ドリーに頼りすぎな場面が多すぎたこともあり、しばらく休暇を過ごしてほしい」とエールを送られた。&br()後日、[[署長>ジャック　馬ウアー]]と個別に面談を行い無断で退職をしたということで1週間の停職処分に課されたことになった。&br()復職当日は元のポジションでの警察ジョブ付与ができず、[[かな市長補佐]]に協力してもらい復帰。&br()SWATジョブは[[皇帝>ニックス　リア]]に依頼して付与してもらった。|
|[[赤城　煉]]|警察6&br()SWAT4&br()元南署長|休息のため一時帰国|2025/03/27|自分以外の署員にも署長というポジションを経験してもらいたいという気持ちから辞任を決意。&br()したものの皆が南署署長＝赤城との認識が変わることがなく強制的に問題を起こしてクーデターを起こさせた。&br()その甲斐あって新しい南署体制への移行に成功。恩師である[[番田　長助]]に連絡して日本に一時帰国することになった。&br()'25/07/01、再渡航。翌2日にバーバリアンの手で警察ランク0のみで復職。|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
#openclose(show=＞ 人員整理記録){{
&size(80%){以下は長期に渡って出勤しなかったため、上級署員によって強制辞職させられた者のリストである。}
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){#table_style(head=#4169e1:#ffffff){人員整理日=right}
#table_filter(){最終階級/役職=show,人員整理日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~人員整理日|~備考|~現職時の情報|h
|[[霧切　トワ]]|1|2023/04/12|||
|[[ねろち　やん]]|0|2023/04/12|||
|[[ハチ山　ハッチャン]]|0|2023/04/12|||
|[[みさ　ちらん]]|0|2023/04/12|||
|[[ハッピー　松岡]]|0|2023/04/12|||
|[[箱根　まぐろ]]|0|2023/04/12|||
|[[飯田　工]]|0|2023/04/12|||
|[[姫宮　天]]|0|2023/04/12|||
|[[倉木　薫]]|0|2023/04/12|||
|[[心斎橋　虎雄]]|0|2023/04/12|||
|[[丸出　だめ男]]|0|2023/04/12|||
|[[黒岡野　ユリ]]|1|2023/05/03|||
|[[壺浦　勲]]|0|2023/05/03|||
|[[DMC-12　"Stronzo"]]|0|2023/05/03|||
|レスター　バーンズ|0|2023/05/03|||
|[[ベティ　ワトソン]]|0|2023/05/06|||
//|[[署員の名前]]|最終階級/役職|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
//
#size(50%){　}
#openclose(show=＞ 昇格について){{
&b(){※この項についてはこれまでの事例に沿って記載しており、例外も多数あるため注意！}
&b(){※あくまで観測中に得られた情報でしかないため、正誤の判断は出来ないものとしてご利用ください}
-昇格には以下の主条件に加え上官の判断や試験の合否によって決まる。
--検挙率
--出勤日数・出勤頻度
--職務に対する意欲
-基本的に各署の上官によって昇格の判断が下される。&br()以下に各署の傾向を記載
--本署：基本的に上官の判断。時々試験をすることもある。
--南署：署長の[[花沢　まるん]]に一任。以前は前署長の[[赤城　煉]]による昇格試験などが行われていた。
--北署：署長の[[キモセン>キーモット　ホームズ]]に一任。
--東署：本署の上官または特殊刑事課の[[キャップ>ましゃかり　トラボルタ]]による判断。
--SWAT：隊長の[[ミン　ドリー]]や副隊長の[[皇帝>ニックス　リア]]が大型犯罪対応の技術などを見て判断。
--砂漠署：面白い襲撃などを起こせたら昇格。つまらなかったら降格。
-昇格試験(正式採用を除く各階級)&br()↓主な試験例
--チェイス
--事情聴取における口プ
--受け持った体験の合否
--「GTA V GeoGuesser」を用いた試験（実施予定）
-正式採用(0→1)&br()体験についてに記載
-巡査長→巡査部長(1→2)&br()一番昇格しやすいとも言われる。牢屋対応（罰金計算）や指名手配などの基礎的な業務ができており、ある程度の期間が経てば昇格することが多い。
-巡査部長→警部補(2→3)&br()ほかの署員に対する事件対応の指示や、体験の受け持ちが多い。
-警部補→警部(3→4)&br()上官という区分にもなるためか、一番昇格が困難とも言われる。ランク3よりも大きい職務に対する意欲が必要。複数名の上官からの許可が必要な模様。
-警部→警視→警視正(4→5→6)&br()基本的に署長や副署長に就任するために昇格することが多い。これまでの功労や意欲から昇格になることが多い。
}}
#openclose(show=＞ 階級制度の歴史){{
-2022/10/12から新たに階級4の汚職行為が&openclose2(show=街の掟で禁止){（サーバールールレベルでの禁止）}された。
-2023/05/02～04にかけて階級制度が更新された。より上位の階級として5,6が新設され、4のRankがChiefから変更。また日本語の階級名が設定されたが不具合対応の一環で英語のRank表記利用に戻っている。
-2023/08上旬頃から警察の組織・連携強化を目的として全階級を対象に汚職行為が街の掟で禁止された。
}}
#endregion(Season1署員情報)

***&font(19,u){&color(#4169E1){|}&space()Season2&space(4)}
****概要
-署員数：58人&infobox(title=※,trigger=click,gravity=west){仮採用中の職員も含む}（男性：39人・女性：19人）&co(){&small(){休職中を除く}}
// 署員が増えたり減ったりした場合は必ず（全体人数（男性：●人・女性：●人）の更新を行ってください。）
#co{//-SWAT隊員数：●人（男性：●人・女性：●人）
// 2025/09/10時点 ブロッコリー斎藤無期限停職（人数未反映）
// 2025/07/02時点 市長・市長補佐は未カウント、警察のみ所属7人（男性：4人・女性：3人）
// 2025/09/22時点 胡將停職
// 2025/09/22時点 文月夏苗 休職
}
//
****&font(19,u){&color(#4169E1){|}&space()署員一覧 &color(darkblue){&icon_fa(fa-solid fa-person-military-pointing)}}
#region(開く,open)
//他組織の人員の欄が基本的にオープン状態であることからopenに切り替えました。
//各署員のランク記載ですが、警察ランクとSWATランクに差がない限り一つにまとめて記載するのが良いかと思います。
//所属欄に所属している署・課を追加しました。砂漠署は存続しているのか不明ですが、名乗っているメンバーもいるため記載しています。適宜追加をお願いします。
#size(90%){{{#table_style(100%,head=#4169e1:#ffffff:center){SWAT入隊状況=center,本採用日=right}
-2026年1月15日時点の市長との面談で発表された役職。
#table_filter(){所属=show,役職=show,階級=show,部署/世代=show,SWAT入隊状況=hide,本採用日=show,備考=show}
|~所属|~役職|~氏名|~階級|部署/世代|~SWAT入隊状況|~本採用日|~備考|h
|本署|署長|&ruby(じゃっく　ばうあー){[[Jack　Bauer>ジャック　馬ウアー]]}|6||〇|'25/12/19||
|本署|特別上官|&ruby(ごとう　れむ){[[後藤　れむ]]}|6|||'25/12/19||
|本署|副署長|&ruby(はなざわ　まるん){[[花沢　まるん]]}|6||〇|'25/12/19||
|本署|副署長&co(){SWAT隊長}|&ruby(みん　どりー){[[ミン　ドリー]]}|6||〇|'25/12/19||
|本署|本署補佐官|&ruby(あべの　れいめい){[[安倍　霊明]]}|6||〇|'25/12/19||
|本署||&ruby(はつか　ねる){[[二十日　ネル]]}|6|マスコット||'25/12/28||
||&co(){副署長}|&ruby(きさらぎ　きゃしー){[[如月　キャシー]]}|4|||'25/12/19||
|||&ruby(いさか　なおき){[[伊坂　直樹]]}|2|||'25/12/19||
|帝国署|刑務所管理(署長)&co(){SWAT副隊長}|&ruby(にっくす　りあ){[[ニックス　リア]]}|4||〇|'25/12/19||
|本署|&co(){本署上官}|&ruby(あほ　さぶろう){[[安保　さぶ郎]]}|4|||'25/12/19|『[[救急隊>ロスサントス救急救命隊]]』と兼務|
|帝国署||&ruby(たちばな　らんぽ){[[立花　乱歩]]}|3||〇|'26/01/14||
|||&ruby(よわき　そう){[[夜若木　颯]]}|4|||'25/12/31||
|本署/科捜研||&ruby(めちゃみなみ　よる){[[メチャ南　よる]]}|2||〇|'25/12/19||
|||&ruby(つちだ　ぷちお){[[土田　ぷちお]]}|1|||'26/01/17||
|本署/市民課||&ruby(ほのぼのやま　すごす){[[ほのぼの山　すごす]]}|2||〇|'25/12/19||
|||&ruby(はかた　きたこ){[[博多　きた子]]}|2|||'25/12/28||
|本署/科捜研||&ruby(いせ　えびす){[[伊勢　えびす]]}|4|科学捜査課 課長|〇|'25/12/19||
|帝国署||&ruby(みかど　るあしぇいあ){[[ミカド　ルアシェイア]]}|0|||'25/12/24||
|||&ruby(きとう　ぷぅ){[[鬼桃　ぷぅ]]}|2||〇|'26/03/11||
|||&ruby(いぬ　るり){[[犬　るり>犬　ルリ]]}|1||〇|'26/03/25||
|東署/特殊刑事課|東署署長|&ruby(あかちゃんまん　きゃっぷ){[[赤ちゃんマン　キャップ>ましゃかり　トラボルタ]]}|6||〇|'25/12/19||
|||&ruby(おこのぎ　なかば){[[小此木　ナカバ]]}|2|||'25/12/28||
|東署/交通課||&ruby(ごんざれす　まぬたろう){[[ゴンザレス　マヌ太郎]]}|2|交通課 課長|〇|'25/12/19||
|帝国署/特殊刑事課||&ruby(まじま　るい){[[真島　ルイ]]}|2||〇|'25/12/19||
|東署/零課||&ruby(ひろ　やまもと){[[ヒロ　ヤマモト]]}|4||〇|'25/12/19||
|東署/零課 ||&ruby(ふみつき　かなえ){[[文月　夏苗]]}|4||〇|'25/12/24||
|東署/零課||&ruby(いぬがみ　りお){[[犬上　リオ]]}|2||〇|'25/12/19||
|東署/零課||&ruby(あじの　かんくろう){[[味野　環九郎]]}|2||〇|'25/12/19||
|東署/零課||&ruby(こ　しょう){[[胡　將]]}|2||〇|'25/12/19||
|本署/市民課||&ruby(もり　るんるん){[[もり　るんるん]]}|4|市民課 課長|〇|'25/12/19||
|本署/市民課||&ruby(あかぎ　れん){[[赤城　煉]]}|2||〇|'25/12/19||
|本署/市民課||&ruby(しおこ　りこ){[[シオコ　リコ]]}|2||〇|'25/12/19||
|||&ruby(いだば　れう){[[伊田場　零雨]]}|2|||'25/12/28||
|||&ruby(めいめい　きまり){[[冥鳴　キマリ]]}|2|||'25/12/19||
|||&ruby(みなづき　ゆかり){[[水無月　縁]]}|1|||'26/02/05||
|||&ruby(せりーぬ　ごです){[[セリーヌ　ゴデス]]}|2||〇|'25/12/27||
|||&ruby(あかうさ　がみとも){[[赤兎　がみとも]]}|0|||'26/01/16|『[[救急隊>ロスサントス救急救命隊]]』と兼務|
|||&ruby(もとなんば　めぐみ){[[元難波　芽久未]]}|0|||'25/12/25|『[[救急隊>ロスサントス救急救命隊]]』と兼務|
|||&ruby(びー　ぼたん){[[B　ボタン]]}|0||〇|'26/01/15||
|||&ruby(あやな　みれい){[[あやな　みれい]]}|2|||'26/01/25||
|砂漠署||&ruby(よすみの　かど){[[よすみの　かど]]}|2||〇|'25/12/19||
|砂漠署||&ruby(にぶ　らるたる){[[二部　らるたる]]}|2|||'25/12/19||
|砂漠署||&ruby(ぺん　ゆきや){[[ぺん　ゆきや]]}|1||〇|'25/12/27||
|東署||&ruby(らぴす　りお){[[ラピス　りお]]}|2||〇|'26/04/01|復職&space()2026年4月15日に東署所属が決定。|
|||&ruby(あかね　はる){[[茜根　晴]]}|2||〇|'26/04/02||
|東署||&ruby(はねづ　ぴおこ){[[羽津　ピオコ]]}|2||〇|'26/04/09||
|東署/零課||&ruby(らいる　ぶらっく){[[ライル　ブラック]]}|2||〇|'26/04/22||
|砂漠署||&ruby(たけい　しょうじ){[[たけい　しょうじ]]}|1||〇|'26/05/28||
|砂漠署||&ruby(ばーばりあん　たなか){[[バーバリアン　田中]]}|3||〇|'26/06/06|署長との面談後に復職|
|北署||&ruby(さいとう){[[斎藤>>ブロッコリー　斎藤]]}|4|経理課|〇|'26/06/06|署長との面談後に復職|
|砂漠署||&ruby(ぼいら　てんがりん){[[ボイラ　テンガリン]]}|3||〇|'26/06/17|署長との面談後に復職|
|||&ruby(れっさん　ぱんな){[[レッサン　パンナ]]}|3||〇|'26/08/27|様々な問題を抱え躊躇っていたが、署長との面談を経て復職|
|||&ruby(いずも　えんま){[[出雲　えんま]]}|1||〇|'26/08/01||
|||&ruby(きりる・みりせんと){[[キリル・ミリセント]]}|1||〇|'26/08/01||
|||&ruby(まめ　やん){[[豆　やん]]}|1||〇|'26/08/28||
|||&ruby(かが　イズミ){[[加賀　イズミ]]}|1|||'26/09/02|仮採用中&infobox(title=※,trigger=click,gravity=west){仮採用2026/09/02 - }&br()『[[救急隊>>ロスサントス救急救命隊]]』と兼務&infobox(title=※,trigger=click,gravity=west){Season1の過去に警察官であり、諸事情で辞職し再び警察官に志望。SWATジョブには就かず警察業務のみ対応}|
|||&ruby(どこん ジョー){[[土根　ジョー]]}|1||〇|'26/09/06||
//|||&ruby(ふり　がな){[[署員の名前]]}||||'yy/mm/dd||
//|||&ruby(ふり　がな){[[署員の名前]]}||||'yy/mm/dd||
//|||&ruby(ふり　がな){[[署員の名前]]}||||'yy/mm/dd||
//|||&ruby(ふり　がな){[[署員の名前]]}||||'yy/mm/dd||
#table_autoincrement(){label=#,start=1}
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}}}}
//
//
#endregion
#size(50%){　}
#region(市長・市長補佐)&b(){市長・市長補佐}
#size(90%){#table_style(head=11px:#A9A9A9:center){SWAT入隊状況=center}
#table_filter(){所属=show,氏名=show,階級=show,役職=show,SWAT入隊状況=hide,備考=show}
|~所属|~氏名|~階級|~役職|~SWAT入隊状況|~備考|h
|市長|[[山下　ひろし]]|||||
|市長補佐|[[日野市長補佐]]|4||||
|市長補佐|[[だん市長補佐]]|||||
|市長補佐|[[奈津市長補佐]]|||||
|市長補佐|[[山崎市長補佐]]|4||||
|市長補佐|[[芦辺寿市長補佐]]|4||||
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
#table_autoincrement(){label=#,start=1}}
#endregion(市長・市長補佐)
//一旦仮で編集しております、手を加えて頂いて問題ありません

#openclose(show=＞ 停職・謹慎・解雇処分者記録){{
#areaedit
//┏━━━━━━━━━━━━━━━━━━━━━━━━┓
//
//　　　　　停職・謹慎・解雇処分者記録
//
//┗━━━━━━━━━━━━━━━━━━━━━━━━┛
//復帰された場合、このリストから復職・再採用者記録に移動させ署員リストに記載すること。
#size(80%){{{#table_style(100%,head=#4169e1:#ffffff:center){最終勤務日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~事由|~最終勤務日|~備考|~現職時の情報|h

//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
//
////||&co(){北署署長}|&ruby(きーもっと　ほーむず){[[キーモット　ホームズ]]|&co(){6}0|||'25/12/19||
//|[[キーモット　ホームズ]]|0/元北署署長|資金洗浄場の情報をつかむ目的で黒市民に変装して暴れた斎藤、ボイラと&br()その捜査情報をすべてポロったキーモットへの罰として&br()ランク0の警察未満という立場になり今後アウトカウントが3になったら&br()書類選考からの警察体験コースになる条件で禊をしていたが見事に3アウトとなり&br()署長の手で警察を解雇された|'26/02/14|斎藤：犯罪者から押収したBMを指定場所に納めずに所持したまま黒自販機で買い物をしたことでBMを消費してしまった(1アウト)&br()キーモット：初心者メインの人狼イベントで専門用語を繰り返し連呼してイキった詫びをSGPD公式TwiXで投稿した(2アウト)&br()ボイラ：知らぬ間に2アウトになったことに激昂、キーモットが起こしたトラブル解決寸前で署長の制止を振り切り暴言を吐いた(3アウト)||
//
}}}
//
#areaedit(end)
}}
#co{
・無理に備考欄を埋める必要はありません。出勤率の低い署員の備考欄に出勤してこない文言を(エンディングを迎えたなどの)特別な理由がない限り記載しない方向でお願いします。

・街の方針として、来たいときに来て、他の遊びをしたいならばそっちを優先という風に、細く長く持続しています。出勤率が低いことは悪いことではないので、できる限り記載しないように。
}
****過去記録
#openclose(show=＞ 辞職者記録){{
//┏━━━━━━━━━━━━━━━━━━━━━━━━┓
//
//　　　　　辞職者記録
//
//┗━━━━━━━━━━━━━━━━━━━━━━━━┛
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){{{#table_style(100%,head=#4169e1:#ffffff:center){最終勤務日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~事由|~最終勤務日|~備考|~現職時の情報|h
|&ruby(ひの　ぱちお){[[日之　ぱちお]]}|2　SWAT4/市民課 副課長|新たな進路に進む為|'26/08/29|名目上は退職だが実質的には機密情報漏洩による汚職により解雇とも捉えられる|市民課副課長として市民に信頼される警察官だった|
|&ruby(きーもっと　ほーむず){[[キーモット　ホームズ]]}||退職|'26/09/06|警察内グループチャットから退出していない事が発覚し、内部情報を知ってしまった為復職&br()9月6日に[[市長>>山下　ひろし]]や[[署長>>ジャック　馬ウアー]]を交えた話し合いを経て退職。|資金洗浄場の情報をつかむ目的で黒市民に変装して暴れた斎藤、ボイラ、その捜査情報をすべてポロったキーモットへの罰として&br()ランク0の警察未満という立場になり今後アウトカウントが3になったら書類選考からの警察体験コースになる条件で禊をしていたが、&br()見事に3アウトとなり署長の手で警察を解雇された&br()&small(){斎藤の犯罪者から押収したBMを指定場所に納めずに所持したまま黒自販機で買い物をしたことでBMを消費してしまった(1アウト)&br()キーモットの初心者メインの人狼イベントで専門用語を繰り返し連呼してイキった詫びをSGPD公式TwiXで投稿した(2アウト)&br()ボイラの知らぬ間に2アウトになったことに激昂、キーモットが起こしたトラブル解決寸前で署長の制止を振り切り暴言を吐いた(3アウト)}|
//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
}}
#openclose(show=＞ キャラクターエンドによる休職・退職記録){{
//┏━━━━━━━━━━━━━━━━━━━━━━━━┓
//
//　　　　　キャラクターエンドによる休職・退職記録
//
//┗━━━━━━━━━━━━━━━━━━━━━━━━┛
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){#table_style(head=#4169e1:#ffffff){最終勤務・整理日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務・整理日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~事由|~最終勤務・整理日|~備考|~現職時の情報|h

//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}}
//金代豪はその後ビザの再発行が認めらず復帰不可能になった為こちらに移動させてます。
}}
#openclose(show=＞ 復職・再採用者記録){{
//復職された場合、辞職者記録/休職・退職記録/人員整理記録からこのリストに移動・署員リストに記載すること。
//┏━━━━━━━━━━━━━━━━━━━━━━━━┓
//
//　　　　　復職・再採用者記録
//
//┗━━━━━━━━━━━━━━━━━━━━━━━━┛
#size(80%){#table_style(head=#4169e1:#ffffff){最終勤務・整理日=right}
#table_filter(){最終階級/役職=show,事由=show,最終勤務・整理日=show,備考=show}
|~氏名|~最終階級/役職|~事由|~最終勤務・整理日|~備考|h
|[[ラピス　りお]]|警察1&br()SWAT1|転送前、見習い宝石商時代の師匠から手紙が届き、新たな宝石店の支店長就任の誘いを受けて、&br()師匠の下でまた一から宝石商の修行をするために日本へ帰国。|2024/12/08|転送後、宝石商としての仕事が落ち着いたため、ロスサントスに帰国。&br()その後警察署に行き、署長へ復職願を提出したところ採用が決定。|
|[[犬　ルリ]]|4|ギャングに警察しか使用不可なスナイパーライフルと犯罪者が使う武器と交換をした。&br()一度は自主退職したが、市の判断を待つため復職。&br()2025/7/16に市長判断を仰ぎ、最終結果は解雇となった|2025/07/12|体験を経て警察に復職。|
|[[バーバリアン　田中]]|6/砂漠署署長|斎藤、ボイラ両名が変装して暴れていた時に変装元の人物に変装犯の行動をリークした禊で&br()上記3名の監督者になり、常に3人行動で事件対応のみ行うことを指示していたが&br()わずかな隙で3アウトになったことで連帯責任で解雇された。&br()現在、警察体験開始に向けて重要な仕事を担当しており退職されるのは困るということで署長は解雇を最後まで躊躇っていた&openclose2(show=*){&br()署長の計らいによって他3名とは違い、体験工程をすっ飛ばして復職できる道も用意されている}|2026/02/18|復職に向けて市民からの署名を集め、署長と面談した後に警察に復帰。|
|[[斎藤>>ブロッコリー　斎藤]]|最終階級/役職|　|2026/02/14|復職に向けて市民からの署名を集め、署長と面談した後に警察に復帰。|
|[[ボイラ　テンガリン]]|5/砂漠署副署長||2026/02/14|復職に向けて市民からの署名を集め、署長と面談した後に警察に復帰。|
//|[[署員の名前]]|最終階級/役職|事由|yyyy/mm/dd|備考|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
//
//|[[キーモット　ホームズ]]|0||2026/08/30|警察情報チャットを抜けていなかった事からこのまま野に放つのはまずいと判断した[[ミン　ドリー]]によって一旦復帰した|
//
}}}
#co{▼▼▼ 以下コメントアウト ▼▼▼
#openclose(show=＞ 人員整理記録){{
&size(80%){以下は長期に渡って出勤しなかったため、上級署員によって強制辞職させられた者のリストである。}
//復職された場合、このリストから復職者リストに移動・署員リストに記載すること。
#size(80%){#table_style(head=#4169e1:#ffffff){人員整理日=right}
#table_filter(){最終階級/役職=show,人員整理日=show,備考=show,現職時の情報=hide}
|~氏名|~最終階級/役職|~人員整理日|~備考|~現職時の情報|h

//|[[署員の名前]]|最終階級/役職|yyyy/mm/dd|備考|yyyy/mm/dd採用&br()所属/警察ランク/SWATランク/役職/部署/世代&br()現職時の情報|
#table_sorter(){even=#F7F7F7,odd=#FFFFFF}
}}}
//
#size(50%){　}
