#region(開く)

***6月1日～3日
#region(開く)
****6月1日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|オイルリグ|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ、てって、たけーら、レオ、セイジ、ハクナツメ、ジョーカー（＋チンピラ）}|19人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/まるん/ひのらん/キーモット/なずぴ/キャシー/レッサン/ボイラ/ぺいん/皇帝/おにわのえんちょう/体験がみとも/ミンドリー/赤城/つよき/猫マンゴー/犬ルリ/オルカ/二部らるたる}|0人|23：15|
****6月22日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|オイルリグ|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/竹森/だよ/ボア}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/れう/ひのらん/犬ルリ/るんるん/ボブ/らだお/なずぴ/ぺいん}|4人|20：19|
|~|2|アーティファクト|◯ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){3/6回収}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/レイラ/だよ/ボア/科場/銭形/竹森}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/二十日/伊田場/なずぴ/えびす/安倍}|1人|21：44|
|~|3|オイルリグ|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){護送中の金持ち救出するも勘違いなどがあったため警察との話し合いでなかったこととして処理}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ボア/科場/銭形/竹森/なの(傭兵)/パティ(傭兵)}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/オルカ/キーモット/伊田場/猫マンゴー/ボイラ/ぺいん/なずぴ/ひのらん/ぱちお/ローズ/るんるん/えびす/安倍/乱歩/よすみのかど/赤兎がみとも}|0人|23：29|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ボブキャット|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){わきを/ニャンコ/オザ}|0人|0人|21：35|
|~|2|客船|○|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){わきを/ニャンコ/オザ/政宗/ゴン/おきる/れりあ}|19人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ホームズ/なずぴ/皇帝/ぺいん/猫マンゴー/えびす/霊明/ひのらん/オルカ/ミンドリー/ぱちお/もりるんるん/ボイラ/れう/まるん/赤城/ローズ/よすみのかど/がみとも}|4人|22：39|
|~|3|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り×：(ALLIN)MonD/ヘルアン/天草}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){れりあ/わきを/おきる/華月/華憐/ゴン/政宗/オザワ}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぱちお/乱歩/伊田場/レッサン/皇帝/えびす/キーモット/オルカ/霊明/なずぴ/マンゴー/ひのらん/るんるん/がみとも/よすみの}|不明|1：34|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|パシフィック銀行|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){レーザーミスのため3000万利確}|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/RB/千代田/エスターク/ヘルアン/椎花/えいむ/トナカイ/月ノ島/三否亭/ノエル/まいにい}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ミンドリー/なずぴ/皇帝/れう/赤城/伊藤/キーモッド/ネル/霊明/もりるんるん/青井/猫マンゴー/ひのらん/さぶ郎/えびす/花沢/がみとも/ボイラ}|11人|21：30|
|~|2|ユニオン|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/チヨ/エス/ヘル/トナカイ/ごう/456/ノエル}|20人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/赤城/ボイラ/皇帝/ミンドリー/ぺいん/まるん/オルカ/猫マンゴー/ひのらん/なずぴ/ぱちお/零雨/ローズ/るんるん/えびす/霊明/乱歩/赤兎がみとも/よすみのかど}|9人|22：51|
|~|3|ボブキャット|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/チヨ/エス/ヘル/01 天草/トナカイ/01 ごう/75 四五六/ノエル}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/皇帝/ぺいん/まるん/オルカ/猫マンゴー/ひのらん/なずぴ/ぱちお/零雨/ローズ/えびす/るんるん/霊明/レッサン/乱歩/赤兎がみとも/よすみのかど}|2人|0：58|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|△ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){全回収想定の歪み補填}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/チンピラ/SAY/冬那/たけーら/ちのまるこ/セイジ/ナツメ/ジョーカー}|0人|0人|22：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/紫水/ケイン/ジョシュア}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/ルリ/ぼぶ/ひのらん/マンゴー/れう/まるん/らだお/皇帝/るんるん/ネル}|4人|19：59|
|~|2|パレト銀行|×|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/ケイン/紫水/ジョシュア}|11人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){キーモット/赤城/れう/まるん/皇帝/さぶ郎/るんるん/霊明/ひのらん/ミンドリー/がみとも}|4人|21：28|

****6月23日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|客船|○|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ナタル/ボア/じょば/銭形/にーと}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二十日/犬ルリ/ボイラ/オルカ/竹井/ぱちお/ローズ/レッサン/えんちょう/ぼぶ}|2人|19：55|
|~|2|アーティファクト|×|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/ナタル/ボア/じょば/銭形/竹森/にーと}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/皇帝/まるん/さぶ郎/るんるん/ぼぶ}|8人|21：09|
|~|3|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み耐久/補填対応}|15人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヴァンダーマー/キミトス/カイン/だよ/ナタル/イチカ/陣平/ボア/じょば/銭形/竹森/カイキ/にーと/アヌギフ/カミヤ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二十日/皇帝/なずぴ/伊田場/まるん/ぺいん/ひのらん/さぶ郎/セリーヌ/ローズ/レッサン/乱歩/ニ部/亀有大吉}|0人|23：32|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){＋高級車3台}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ニャンコ/チャル/那須/ゴン/オザ}|0人|0人|19：58|
|~|2|ユニオンヘイスト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){受注者爆死のため撤退}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ニャンコ/チャル/那須/ゴン/オザ}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){もりるんるん他多数}|1人|21：08|
|~|3|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){壁貫通等の歪みまくり}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){華憐/ニャンコ/那須/ゴン/オザ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/なずぴ/まるん/ひのらん/さぶ郎/レッサン/れう/ローズ/セリーヌ/二部らるたる/亀有}|5人|22：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|オイルリグ|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){となかい/まいにい/ごう/ヘルアン/椎花/天草}|0人|0人|20：00|
|~|2|カジノヘイスト|×|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/椎花/天草/トナカイ/ごう/まいにい/ノエル/白井/RB}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/ボイラ/皇帝/ミンドリー/ぺいん/オルカ/ひのらん/犬ルリ/さぶ郎/なずぴ/零雨/ローズ/るんるん/レッサン/えんちょう/二部/ボブ/亀有}|10人|21：04|
|~|3|オイルリグ|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/エス/ヘル/天草/えいむ/トナカイ/ごう/ノエル}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/ぺいん/まるん/ひのらん/さぶ郎/セリーヌ/なずぴ/零雨/ローズ/レッサン/乱歩/二部/亀有}|6人|22：48|
|~|4|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部補填}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/エス/ヘル/天草/えいむ/トナカイ/ごう/ノエル}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/皇帝/ぺいん/まるん/ひのらん/さぶ郎/セリーヌ/なずぴ/零雨/ローズ/レッサン/乱歩/二部/亀有}|0人|23：46|

****6月24日（月）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|COLOR(gray):BGCOLOR(#EEE):定休日|
#endregion

***6月25日～30日
#region(開く)
****6月25日（火）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){Academy登用　3/6回収}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){竹森/じょば/銭形/カイキ/ハイライト/JD/けんつ}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/猫マンゴー/犬ルリ/ボイラ/ぺいん/ひのらん/伊田場/竹井/さぶ郎/ぱちお/レッサン/田中/乱歩/つよき/ニ部}|3人 &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){内1名は歪みのため自首}|22：02|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|×|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ニャンコ/わきを/那須/チャル/ゴン/オザ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/猫マンゴー/ひのらん/さぶ郎/皇帝/よわき/竹井/れう/犬ルリ/田中/斎藤/レッサン/乱歩}|6人|21：32|
|~|2|ユニオンヘイスト|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ニャンコ/わきを/那須/チャル/ゴン/オザワ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/えびす/ボイラ/乱歩/ぺいん/猫マンゴー/つよき/レッサン/田中/れう}|7人|22：55|
|~|3|オイルリグ|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/華憐/ハンク/ニャンコ/わきを/チャル/オザワ/れりあ/すん}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){不明、ヘリ4台}|3人|00：54|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){飛行機爆発歪みで札束露出したものの続行}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/えいむ/ごう/ネマ}|0人|0人|21：37|
|~|2|カジノヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りNL‪×‬ (全滅/逮捕2人)：シャンクズ/フナ/ナツメ}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){RB/白井/エス/ヘル/えいむ/ごう/まいにい/ノエル/ネマ/CPU/トナカイ}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){馬ウアー/ボイラ/皇帝/ぺいん/オルカ/猫マンゴー/ひのらん/犬ルリ/さぶ郎/勝痔/零雨/えびす/霊明/レッサン/よわき/乱歩/二部/斎藤}|2人|22：51|
|~|3|客船|◎|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/エスターク/ヘルアン/えいむ/CPU/トナカイ/月ノ島/ノエル/ネマ/まいにい}|17人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/ぺいん/オルカ/猫マンゴー/ひのらん/さぶ郎/勝痔/零雨/えびす/霊明/レッサン/よわき/乱歩/二部/斎藤/よすみの}|0人|00：29|
|~|4|ユニオンヘイスト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/RB/エスターク/ヘルアン/五十嵐/CPU/タシロ/月ノ島/芳賀}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){オルカ/伊勢/伊藤/ボイラ/立花/日之/二部/伊田場/皇帝/さぶ郎/レッサン/ひのらん/猫マンゴー/竹井/斎藤/よすみの}|10人|01：23|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|◎|不明|数名|不明|00：35頃|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|◎|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ケインオー/フェアリートピオ/ジョシュアマーキル}|0人|0人|21：40頃|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){5/6個利確}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){音鳴/トピオ/ジョシュア/傭兵：JD}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ひのらん/斎藤/しょうじ/よすみの/安倍/ぱちお/オルカ}|1人|01：00|

****6月26日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|×|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/イチカ/じょば/カイキ/かみや}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/犬ルリ/猫マンゴー/ひのらん/さぶ郎/ローズ/レッサン/安倍/ボブ/斎藤}|4人|20：08|
|~|2|客船|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/イチカ/陣平/ボア/じょば/銭形/竹森/カイキ/かみや}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ボイラ/猫マンゴー/ぺいん/ひのらん/さぶ郎/セリーヌ/竹井/ローズ/レッサン/えびす/るんるん/つよき/二部/ヒロヤマモト/がみとも}|2人|23：52|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|ユニオンヘイスト|×|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){らみ/レン/サトシ/ネケニマス/ひろし/ダミアン/こはる/マクドナルド}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ローズ/レッサン/皇帝/まるん/二部/ボイラ/さぶ郎/しょうじ/がみとも/ひのらん/るんるん/猫マンゴー/セリーヌ/ヒロヤマモト/ゴリ田ゴリ男}|8人|22：49|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){心なきの歪みあり}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハンク/ニャンコ/わきを/那須}|0人|0人|--：--|
|~|2|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束取れない歪み全補填}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/華憐/わきを/ニャンコ/那須/政宗/すん/ゴン/オザ}|16人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/さぶ郎/ローズ/るんるん/えびす/猫マンゴー/しょうじ/ひのらん/よわき/セリーヌ/まるーん/レッサン/二部/ヒロヤマモト/がみとも/ゴリ田}|5人|23：14|
|~|3|オイルリグ|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/華憐/わきを/ニャンコ/那須/政宗/すん/ゴン/オザ/れりあ}|20人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/レッサン/ローズ/まるん/えびす/さぶ郎/ローズ/るんるん/猫マンゴー/竹井/ひのらん/よわき/セリーヌ/まるーん/レッサン/ボイラ/二部/ヒロヤマモト/がみとも/ゴリ田}|6人|00：09|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){エス/ヘル/ナリエル/椎花/ごう/まいにい/ノエル/みこだ/チヨ}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/猫マンゴー/ひのらん/犬ルリ/さぶ郎/ローズ/レッサン/ボブ/斎藤}|6人|19：52|
|~|2|アーティファクト|×|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){チヨ/エス/ヘル/ナリエル/椎花/ごう/まいにい/ノエル/みこだ/白井}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/猫マンゴー/ひのらん/犬ルリ/勝痔/零雨/ローズ/霊明/よわき/斎藤}|1人|20：39|
|~|3|アーティファクト|◎|14人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/チヨ/エス/ヘル/ナリエル/椎花/CPU/えいむ/ごう/まいにい/ノエル/みこだ}|18人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/ぺいん/まるん/猫マンゴー/ひのらん/さぶ郎/セリーヌ/勝痔/ローズ/えびす/るんるん/レッサン/よわき/二部/ヒロ/がみとも/ゴリ田}|0人|23：37|
|~|4|ボブキャット|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/ヘル/ナリエル/椎花/CPU/えいむ/トナカイ/ごう/ノエル/みこだ}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぺいん/まるん/猫マンゴー/ひのらん/さぶ郎/セリーヌ/勝痔/ローズ/えびす/レッサン/よわき/二部/がみとも/ゴリ田}|3人|00：46|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|オイルリグ|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){利確　レダー：麻薬販売で緊急逮捕のため開始前に脱落。出所後 20：53 参戦}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){トピオ/ケイン/紫水/ジョシュア/JD/レダー}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/ボブ/竹井/ローズ/れう/霊明/ヒロヤマモト/ひのらん/まるん/猫マンゴー/つよき/犬ルリ/さぶ郎/皇帝/斉藤}|5人|20：45|

****6月27日（木）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/銭形/カイキ/アヌギフ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/なずぴ/ボイラ/犬ルリ/ひのらん/ぱちお/ぺいん/さぶ郎/ローズ/レッサン/つよき/乱歩}|1人|21：45|
|~|2|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){2/6回収、一部補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/銭形/竹森/カイキ/アヌギフ}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/まるん/ぺいん}|1人|22：47|
|~|3|ユニオン|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){Academy登用}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/だよ/科場/銭形/竹森/カイキ/アヌギフ　Academy:けんつ/ハイライト/シュガピ/タマーチ/メラ}|14人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/なずぴ/ボイラ/まるん/ぺいん/犬ルリ/ひのらん/伊田場/さぶ郎/ぱちお/レッサン/よわき/乱歩/ニ部}|11人|23：53|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レン/サトシ/ネケ/ひろし/ダミアン/えだまめもん/こはる}|0人|0人|23：54|
|~|2|飛行場|×|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レン/サトシ/ネケ/ひろし/ダミアン/えだまめもん/こはる}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/さぶ郎/れう/つよき/皇帝/乱歩/馬ウアー/他不明}|6人|01：09|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|パシフィック|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ALLIN：456/ノエル/みこだ 全逮捕}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/わきを/ニャンコ/那須/れりあ/ゴン/オザ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/レッサン/犬ルリ/ローズ/乱歩/つよき/さぶ郎/皇帝/ボイラ/なずぴ/ぺいん/ひのらん/ぱちお}|6人|22：42|
|~|2|客船|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ニャンコ/那須/わきを/華憐/ゴン/オザワ/れりあ}|不明 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){警察: ヘリ2台～　ボブキャット対応で大幅な遅れ}|不明|00：50頃|
|~|3|アーティファクト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){コンテナ透明歪みあり}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ニャンコ/わきを/ハンク/那須/華憐/れりあ/ゴン/オザワ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){二部/つよき/ぺいん/乱歩/れう/ひのらん/まるん/ぱちお/皇帝/レッサン/れう/ボイラ/さぶ郎)}|3人|01：34|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|×|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/ごう/456/ノエル/みこだ/白井}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/まるん/ひのらん/犬ルリ/さぶ郎/よわき/皇帝/なずぴ/ぱちお/ローズ/レッサン/乱歩}|5人|21：34|
|~|2|ボブキャット|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/RB/白井/ヘル/ごう/456/ノエル/みこだ}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/まるん/ぺいん/ひのらん/さぶ郎/れう/つよき/皇帝/ぱちお/レッサン/乱歩/二部}|8人|00：50|
****6月28日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
