#region(開く)

***5月1日～6日
#region(開く)
****5月1日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|~|2|客船|○|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/チンピラ/フナ/レオ/ちの/セイジ}|？人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|1人|22：25|
|~|3|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みはあったが続行}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/チンピラ/フナ/レオ/セイジ}|？人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|4人？|01：55|
|~|4|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みはあったが取れた分が最低保証金額を超えていたため補填なし。横取り：ALLIN。一束？歪みで取った判定}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/チンピラ/フナ/レオ/セイジ}|？人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|0人|02：25|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束が見えない歪みのため補填対応。アーティファクト5/10回収}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/芹沢/ケイン/トピオ/紫水}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/よわき/キーモット} |0人|19：38|
|~|2|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/芹沢/ケイン/トピオ/紫水}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/なずぴ/ひのらん} |0人|20：05|

****5月20日（月）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|>|>|>|>|>|>|>|COLOR(gray):BGCOLOR(#EEE):定休日|
#endregion

***5月21日～27日
#region(開く)
****5月21日（火）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|アーティファクト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り餡ブレラ：那須/ゴン。失敗、全逮捕}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/ナタル/陣平/イチカ/T3/だよ/銭形}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|5人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|ボブキャット|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/ニャンコ/那須/華月}|4人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){よわき/霊明/竹井/ぱちお}|0人|??：??|
|~|2|オイルリグ|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/那須/華憐/華月/りえる/おきる/博士/ゴン/クマゴリ/すん}|0人|0人|23：29|
|~|3|ユニオンヘイスト|×|?人|?人|?人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|ユニオンヘイスト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){二部屋分利確完了後全逮捕}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/オザワ/ぬくお/シュガーピーチ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中} |4人|20：13|
|~|2|飛行場|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/アドミゲス/ハイライト/つん/ぬくお/シュガーピーチ/レレレ/パティ/イヴ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/他確認中} |3人|01：22|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){金持ちダウン、歪み全補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/安城/天草/五十嵐/月ノ島}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){赤城/ボイラ/ひのらん/ぱちお/竹井/霊明/レッサン/よわき/乱歩}|2人|19：20|
|~|2|カジノヘイスト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ダイヤ+札束約8000万分利確}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/ヘル/天草/五十嵐/月ノ島/四五六確/CPU/安城（スネイブ先生。警察署へベイト）}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/ぺいん/ひのらん/ミナミ/なずぴ/ぱちお/竹井/えびす/霊明/レッサン/つよき/乱歩/えんちょう/ありけん}|8人|20：18|
|~|3|ユニオンヘイスト|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){金庫歪みあり。金持ち役捕まらず。横取りIRiS：しゅがー/オザワ/つん。1人逮捕。撤退判断}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エスターク/ヘル/天草/CPU/五十嵐/トナカイ/月ノ島/四五六確}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中}|4人|23：25|
|~|4|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){一部歪み補填}|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/エスターク/ヘル/椎花/トナカイ/月ノ島/四五六確}|12人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ミンドリー/ぺいん/オルカ/ひのらん/鷹山/さぶ郎/竹井/れう/えびす/レッサン/乱歩}|3人|01：42|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪みありだが取れたBMが最低保証金額を超えていたため補填なし}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/まる/けっつん/SAY/AP/街雄/たけーら/フナ/レオ/ちの/セイジ}|15人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ありけん/ひのらん/れう/さぶ郎/乱歩/皇帝/えびす/竹井/なずぴ/レッサン/つよき/霊明/オルカ/ミナミ/ボイラ}|0人|22：15|
|~|2|アーティファクト|◎|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/まる/けっつん/SAY/AP/街雄/たけーら/フナ/レオ/ちの/セイジ}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/鷹山}|0人|23：25|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FFC800):concellge|1|ボブキャット|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){BM回収後全滅し横取りにより奪取、逮捕者なし。横取りALLIN：MonD/CPU/五十嵐。BM全回収}|2人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){メアリー/イネヌコ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/オルカ/ひのらん/ミナミ/なずぴ/竹井/レッサン/つよき/乱歩/ありけん}|0人|22：05|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束5/5、アーティファクト7/10回収}|3人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/ケイン/トピオ}|0人|0人|19：23|
|~|2|オイルリグ|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){利確後2名ダウン、2名逮捕。実行犯かの確認が取れなかったため300万円以下の罰金の後釈放}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){芹沢/ケイン/トピオ/レダー}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){乱歩/ミナミ/ひのらん/皇帝/ボイラ/しょうじ/レッサン/ありもと} |2人|19：59|
|~|3|客船|×|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ}|13人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/えびす/なずぴ/ミナミ/ひのらん/鷹山/竹井/さぶ郎/れう/ボイラ/皇帝/乱歩/レッサン} |2人|22：43|
|~|4|オイルリグ|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/トピオ/紫水}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/オルカ} |0人|02：23|

****5月22日（水）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#6495ed):GoodByeCircus|1|アーティファクト|×|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){らみ/レン/ズズ/ネケ/サトシ/ひろし/ダミアン/えだまめもん/こはる}|?人|6人|02：28|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/わきを/ニャンコ/那須/おきる/政宗/華月/ゴン/クマゴリ}|2人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/ひのらん}|0人|20：37|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|飛行場|×|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/つん/オザワ/パティ/グラ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中} |0人|21：17|
|~|2|ユニオンヘイスト|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ローズ/オザワ/つん/生雲丹/シュガーピーチ/ジョーカー/レレレ/パティ/イヴ/グラ}|0人|0人|23：40|
|~|3|飛行場|△ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み耐え}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/イヴ/レレレ/シュガーピーチ/生雲丹}|?人|0人|02：27|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/ヘル/エスターク/天草/椎花/安城/五十嵐/月ノ島}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ひのらん/まるん/よわき/レッサン/さぶ郎/皇帝/乱歩/銀河一}|0人|20：39|
|~|2|ボブキャット|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/ヘル/エスターク/ナリエル/椎花/安城/CPU/五十嵐/トナカイ/月ノ島/四五六確}|0人|0人|23：45|
|~|3|オイルリグ|◎|13人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/ヘル/エスターク/ナリエル/椎花/安城/五十嵐/天草/CPU/トナカイ/月ノ島/四五六確}|0人|0人|00：26|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/まる/けっつん/SAY/えんじ/AP/チンピラ/街雄/フナ/レオ/ちの/セイジ}|0人|0人|23：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|ボブキャット|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){刃弐/ミックス/芹沢/牢王/ケイン/トピオ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中/複数} |2人|20：44|
|~|2|アーティファクト|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){回収前に受注者FFダウンにより撤退}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/芹沢/牢王/ケイン/トピオ}|0人|0人|23：44|
|~|3|パレト銀行|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/ミックス/牢王/ケイン/トピオ}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝}|0人|00：10|

****5月23日（木）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|ボブキャット|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み耐久からの全滅}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){キミトス/ナタル/銭形/竹森}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/赤城/まるん/ぺいん/ぱちお/竹井}|0人|19：27|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|飛行場|?|?人|?人|?人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){+傭兵。1つのみ回収}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/ハイライト/ぬくお/シュガーピーチ/レレレ/イヴ/アドミゲス/みこだ/ろっぷ}|1人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){なずぴ} |0人|23：11|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|客船|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/ヘル/エスターク/天草/安城/月ノ島}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/なずぴ/赤城/ぱちお/犬ルリ/皇帝/エギ/オルカ/ボイラ}|4人|20：53|
|~|2|アーティファクト|◎|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/ヘル/エスターク/天草/安城/五十嵐/月ノ島/トナカイ}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/皇帝/ボイラ/竹井/ぺいん/バーバリアン/セリーヌ}|0人|01：35|
|~|3|ユニオンヘイスト|?|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/千代田/ヘル/エスターク/天草/安城/五十嵐/月ノ島/トナカイ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){霊明/竹井/オルカ/まるん/皇帝/レッサン\/ボイラ/さぶ郎/セリーヌ/バーバリアン}|?人|??：??|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|客船|× &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取り868}|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/フナ/SAY/レオ/けっつん/街雄/セイジ/ちの}|7人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){まるん/ぺいん/オルカ/さぶ郎/ボイラ/皇帝/セリーヌ}|5人|00：28|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FFC800):concellge|1|オイルリグ|◎|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ナツメ/まいにい/メアリー/イネヌコ}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/竹井/ぺいん/皇帝/まるん}|0人|01：22|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|飛行場|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){金持ち1/2逮捕}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/紫水}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/エギ/ぺいん/ぱちお/なずぴ/皇帝} |1人|21：21|
|~|2|オイルリグ|◎|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ケイン/紫水}|0人|0人|22：32|

****5月24日（金）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|飛行場|△ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填。横取りALLIN：トナカイ/えいむ/RB×}|11人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ジョーカー/ハイライト/つん/オザワ/ぬくお/かみや/シュガーピーチ/レレレ/イヴ/パティ/生雲丹}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){確認中} |0人|23：20|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|ボブキャット|◎|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘルアン/エスターク/天草/月ノ島/四五六確/トナカイ}|5人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/なずぴ/猪原/竹井/花沢}|4人|20：53|
|~|2|オイルリグ|◎|12人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){白井/千代田/エスターク/ヘル/安城/椎花/天草/CPU/えいむ/トナカイ/月ノ島/四五六確}|0人|0人|00：16|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|ボブキャット|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ミックス/牢王/ケイン/紫水}|8人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){さぶ郎/ボイラ/なずぴ/ぺいん/レッサン/馬ウアー/オルカ/まるん} |1人|00：12|

****5月25日（土）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|オイルリグ|◎|8人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/わきを/ゴン/政宗/ニャンコ/くまちゃん/博士/ぜろ}|3人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){レッサン/皇帝/竹井}|0人|21：09|
|~|2|パシフィック銀行|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：えいむ/安城/ヘル。2ダウン撤退}|10人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/わきを/ゴン/政宗/ニャンコ/くまちゃん/博士/ぜろ/華月/まいみー}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/なずぴ/さぶ郎/ぺいん/皇帝/竹井/レッサン/キャシー/ネル/ボイラ}|1人|21：50|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#C7B2D6):IRiS|1|ボブキャット|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){+傭兵。重量過多により武器一部回収出来ず}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ハイライト/シュガーピーチ/ぬくお/アドミゲス/他大型情報取り要員：JD/みこだ}|0人|2人|21：00|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#A1A3A6):ALLIN|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み補填}|5人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ヘル/安城/天草/えいむ/月ノ島}|0人|0人|20：53|
|~|2|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){ゼントーノ強盗：みこだ単独}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/ナリエル/月ノ島/安城/天草/ヘル}|0人|0人|23：58|
|~|3|ボブキャット|◎|9人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){MonD/白井/エスターク/ヘル/ナリエル/月ノ島/安城/天草/四五六確}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ボイラ/皇帝/ぺいん/つぼ浦/さぶ郎/えびす/レッサン/乱歩/ハヤト}|0人|00：42|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#FAA755):NOLIMIT|1|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){4個回収}|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/けっつん/SAY/チンピラ/街雄/レオ/ちの}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぺいん/ルリ/なずぴ/竹井/レッサン}|0人|21：17|
|~|2|オイルリグ|◎|7人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){シャンクズ/SAY/チンピラ/街雄/レオ/ちの/セイジ}|?人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){数名/確認中}|1人|00：15|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#ffb6c1):868|1|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){BM1.3億+アーティ2個}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ミックス/牢王/ケイン}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ネル/キャシー/皇帝/犬ルリ/さぶ郎/なずぴ/竹井/れう/レッサン} |3人|20：49|
|~|2|ユニオンヘイスト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){1.37億回収。パシダウン組応援が増える前に撤退判断}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ミックス/牢王/ケイン}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){犬ルリ/ぺいん/ボイラ/レッサン/なずぴ/皇帝} |0人|22：05|
|~|3|客船|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){札束見えず耐え。BM分補填}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ミックス/牢王/ケイン}|9人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){ぺいん/ナカバ/えびす/レッサン/キャップ/つぼ浦/乱歩/さぶ郎/皇帝} |0人|23：57|
|~|4|アーティファクト|○ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){4つ回収後横取りIRiSによって受注者ダウン。レダーによりピック、4つ分換金まで完了。横取りIRiS：オザワ/ぬくお/レレレ。2名逮捕}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){レダー/刃弐/芹沢/ミックス/牢王/ケイン}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){乱歩/さぶ郎/ぺいん/えびす/オルカ/ハヤト} |1人|02：23|

****5月26日（日）
#table_style(head=center:#EEE:12px){組織=11px:b:center, #=11px:center, ミッション=11px, 回収結果=11px, 犯人=11px, 警察=11px, 逮捕者数=11px, 開始時間=11px}
|~組織|~#|~ミッション|~回収結果|~犯人|~警察|~逮捕者数|~開始時間|
|COLOR(white):BGCOLOR(#000000):MOZU|1|飛行場|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){歪み耐久からの逃走}|6人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){だよ/ナタル/イチカ/ボア/銭形/カイキ}|10人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/なずぴ/ボイラ/まるん/オルカ/ぺいん/竹井/さぶ郎/レッサン/えびす}|4人|22：33|
|>|>|>|>|>|>|>|SIZE(1):COLOR(gray):BGCOLOR(#EEE):|
|COLOR(white):BGCOLOR(#B45460):餡ブレラ|1|客船|◎ &infobox(title=詳細,trigger=click,gravity=west,size=small,animation=fadein){横取りALLIN：MonD/天草/えいむ、全滅。横取りIRiS：ジョーカー/レレレ/イヴ、2人ダウン撤退。ウェスカーが横取り含むダウン体を救出}|4人 &infobox(title=参加者,trigger=click,gravity=west,size=small,animation=fadein){ウェスカー/ハンク/博士/わきを/ニャンコ/華月/那須/ゴン}|6人 &infobox(title=出動者,trigger=click,gravity=west,size=small,animation=fadein){皇帝/ぱちお/レッサン/ひのらん/なえ/ぺいん}|0人|21：58|
